,distance_function,mask,prealign,preprocess,postprocess,postalign,cam,eer
166,hamming_dist,edge,huang_fingertip,hist_eq,skeletonize,miura_matching,1,0.13190954773869346
167,hamming_dist,edge,huang_fingertip,hist_eq,skeletonize,miura_matching,2,0.12562814070351758
168,hamming_dist,edge,translation,id,id,id,1,0.3479899497487437
169,hamming_dist,edge,translation,id,id,id,2,0.3228643216080402
170,hamming_dist,edge,translation,id,id,center_of_mass,1,0.3605527638190955
171,hamming_dist,edge,translation,id,id,center_of_mass,2,0.35050251256281406
172,hamming_dist,edge,translation,id,id,miura_matching,1,0.28266331658291455
173,hamming_dist,edge,translation,id,id,miura_matching,2,0.18844221105527637
174,hamming_dist,edge,translation,id,skeletonize,id,1,0.22738693467336685
175,hamming_dist,edge,translation,id,skeletonize,id,2,0.22236180904522618
176,hamming_dist,edge,translation,id,skeletonize,center_of_mass,1,0.23994974874371855
177,hamming_dist,edge,translation,id,skeletonize,center_of_mass,2,0.2675879396984925
178,hamming_dist,edge,translation,id,skeletonize,miura_matching,1,0.11683417085427136
179,hamming_dist,edge,translation,id,skeletonize,miura_matching,2,0.0942211055276382
180,hamming_dist,edge,translation,hist_eq,id,id,1,0.33668341708542715
181,hamming_dist,edge,translation,hist_eq,id,id,2,0.3027638190954774
182,hamming_dist,edge,translation,hist_eq,id,center_of_mass,1,0.3454773869346734
183,hamming_dist,edge,translation,hist_eq,id,center_of_mass,2,0.34673366834170855
184,hamming_dist,edge,translation,hist_eq,id,miura_matching,1,0.2839195979899497
185,hamming_dist,edge,translation,hist_eq,id,miura_matching,2,0.20979899497487436
186,hamming_dist,edge,translation,hist_eq,skeletonize,id,1,0.22110552763819097
187,hamming_dist,edge,translation,hist_eq,skeletonize,id,2,0.1972361809045226
188,hamming_dist,edge,translation,hist_eq,skeletonize,center_of_mass,1,0.22738693467336685
189,hamming_dist,edge,translation,hist_eq,skeletonize,center_of_mass,2,0.23115577889447236
190,hamming_dist,edge,translation,hist_eq,skeletonize,miura_matching,1,0.1407035175879397
191,hamming_dist,edge,translation,hist_eq,skeletonize,miura_matching,2,0.11809045226130653
192,random_subsampling_dist,fingerfocus,id,id,id,id,1,0.21105527638190955
193,random_subsampling_dist,fingerfocus,id,id,id,id,2,0.20979899497487436
194,random_subsampling_dist,fingerfocus,id,id,id,center_of_mass,1,0.3040201005025126
195,random_subsampling_dist,fingerfocus,id,id,id,center_of_mass,2,0.2864321608040201
196,random_subsampling_dist,fingerfocus,id,id,id,miura_matching,1,0.08417085427135673
197,random_subsampling_dist,fingerfocus,id,id,id,miura_matching,2,0.08668341708542715
198,random_subsampling_dist,fingerfocus,id,id,skeletonize,id,1,0.2022613065326633
199,random_subsampling_dist,fingerfocus,id,id,skeletonize,id,2,0.20100502512562812
200,random_subsampling_dist,fingerfocus,id,id,skeletonize,center_of_mass,1,0.2550251256281407
201,random_subsampling_dist,fingerfocus,id,id,skeletonize,center_of_mass,2,0.26507537688442206
202,random_subsampling_dist,fingerfocus,id,id,skeletonize,miura_matching,1,0.10175879396984924
203,random_subsampling_dist,fingerfocus,id,id,skeletonize,miura_matching,2,0.1080402010050251
204,random_subsampling_dist,fingerfocus,id,hist_eq,id,id,1,0.17713567839195976
205,random_subsampling_dist,fingerfocus,id,hist_eq,id,id,2,0.18341708542713564
206,random_subsampling_dist,fingerfocus,id,hist_eq,id,center_of_mass,1,0.27638190954773867
207,random_subsampling_dist,fingerfocus,id,hist_eq,id,center_of_mass,2,0.29020100502512564
208,random_subsampling_dist,fingerfocus,id,hist_eq,id,miura_matching,1,0.09547738693467336
209,random_subsampling_dist,fingerfocus,id,hist_eq,id,miura_matching,2,0.09673366834170849
210,random_subsampling_dist,fingerfocus,id,hist_eq,skeletonize,id,1,0.1620603015075377
211,random_subsampling_dist,fingerfocus,id,hist_eq,skeletonize,id,2,0.16080402010050251
212,random_subsampling_dist,fingerfocus,id,hist_eq,skeletonize,center_of_mass,1,0.23241206030150754
213,random_subsampling_dist,fingerfocus,id,hist_eq,skeletonize,center_of_mass,2,0.2386934673366834
214,random_subsampling_dist,fingerfocus,id,hist_eq,skeletonize,miura_matching,1,0.07914572864321608
215,random_subsampling_dist,fingerfocus,id,hist_eq,skeletonize,miura_matching,2,0.09798994974874375
216,random_subsampling_dist,fingerfocus,huang_normalization,id,id,id,1,0.23869346733668342
217,random_subsampling_dist,fingerfocus,huang_normalization,id,id,id,2,0.2386934673366834
218,random_subsampling_dist,fingerfocus,huang_normalization,id,id,center_of_mass,1,0.29396984924623115
219,random_subsampling_dist,fingerfocus,huang_normalization,id,id,center_of_mass,2,0.28391959798994976
220,random_subsampling_dist,fingerfocus,huang_normalization,id,id,miura_matching,1,0.10552763819095477
