,dataset_id,score_function,feature_extractor,alignment,id_m,id_p,side_m,side_p,finger_m,finger_p,trial_m,trial_p,camera_m,camera_p,score
45,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,4,2,2,0.9998170515332567
46,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,5,1,1,0.9997228101107961
47,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,1,5,2,2,0.9998295700171175
48,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,1,1,1,0.9995968126904858
49,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,1,2,2,0.9997167152537281
50,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,3,1,1,0.9995976318163368
51,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,3,2,2,0.9996017331148215
52,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,4,1,1,0.99972889950801
53,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,4,2,2,0.9997383577026969
54,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,5,1,1,0.999695625894459
55,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,2,5,2,2,0.9997421242455026
56,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,1,1,1,0.9996328355772167
57,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,1,2,2,0.9997468822341139
58,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,2,1,1,0.9995976318163368
59,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,2,2,2,0.9996017331148215
60,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,4,1,1,0.999762815768114
61,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,4,2,2,0.9996315014717114
62,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,5,1,1,0.9996791058413528
63,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,3,5,2,2,0.9996913142187621
64,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,1,1,1,0.9997502479064806
65,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,1,2,2,0.9998042369610706
66,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,2,1,1,0.9997110542997907
67,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,2,2,2,0.9997383577026969
68,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,3,1,1,0.999762815768114
69,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,3,2,2,0.9996315014717114
70,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,5,1,1,0.9996486040045647
71,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,4,5,2,2,0.9996618203555059
72,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,1,1,1,0.9997228101107961
73,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,1,2,2,0.9998320117074166
74,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,2,1,1,0.999695625894459
75,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,2,2,2,0.9997587268382117
76,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,3,1,1,0.9996791058413528
77,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,3,2,2,0.9996913142187621
78,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,4,1,1,0.9996486040045647
79,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,left,left,middle,middle,5,4,2,2,0.9996618203555059
80,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,2,1,1,0.9998448701993023
81,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,2,2,2,0.9998329238475848
82,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,3,1,1,0.9998180989072523
83,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,3,2,2,0.9998554288536148
84,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,4,1,1,0.9998578188685299
85,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,4,2,2,0.999796365102886
86,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,5,1,1,0.9998262687044038
87,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,1,5,2,2,0.9997819134047642
88,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,1,1,1,0.9998448701993023
89,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,1,2,2,0.99983501229949
90,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,3,1,1,0.9997305389082171
91,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,3,2,2,0.999690556167087
92,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,4,1,1,0.9997624979626051
93,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,4,2,2,0.9997220193851003
94,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,5,1,1,0.9997969207867841
95,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,2,5,2,2,0.9997228882986059
96,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,1,1,1,0.9998180989072523
97,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,1,2,2,0.9998554288536148
98,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,2,1,1,0.9997279318209434
99,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,2,2,2,0.999690556167087
100,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,4,1,1,0.9997674234409673
101,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,4,2,2,0.9997379804898195
102,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,5,1,1,0.9997899285445905
103,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,3,5,2,2,0.9997522110687251
104,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,1,1,1,0.9998578188685299
105,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,1,2,2,0.999796365102886
106,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,2,1,1,0.9997624979626051
107,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,2,2,2,0.9997228426248286
108,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,3,1,1,0.9997674234409673
109,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,3,2,2,0.9997379804898195
110,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,5,1,1,0.9996350413602706
111,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,4,5,2,2,0.999612731022295
112,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,1,1,1,0.9998262687044038
113,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,1,2,2,0.9997819134047642
114,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,2,1,1,0.9997675433083674
115,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,2,2,2,0.9997228882986059
116,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,3,1,1,0.9997899285445905
117,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,3,2,2,0.9997522110687251
118,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,4,1,1,0.9996350413602706
119,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,index,index,5,4,2,2,0.999612731022295
120,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,2,1,1,0.9997487284508368
121,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,2,2,2,0.9998411242650874
122,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,3,1,1,0.9997381398327255
123,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,3,2,2,0.9998024467550427
124,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,4,1,1,0.9997271535579776
125,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,4,2,2,0.9998483520927411
126,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,5,1,1,0.9997317803845818
127,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,1,5,2,2,0.9998270947264937
128,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,1,1,1,0.9997487284508368
129,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,1,2,2,0.9998452579097741
130,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,3,1,1,0.999735057441049
131,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,3,2,2,0.9997196028890873
132,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,4,1,1,0.9996248939001046
133,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,4,2,2,0.9996406633385615
134,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,5,1,1,0.9997395765898512
135,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,2,5,2,2,0.9997502568759952
136,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,1,1,1,0.9997381398327255
137,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,1,2,2,0.9998024467550427
138,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,2,1,1,0.999735057441049
139,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,2,2,2,0.9997196028890873
140,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,4,1,1,0.9996998482505782
141,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,4,2,2,0.9996994373144855
142,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,5,1,1,0.9997690980368253
143,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,3,5,2,2,0.9997584806617398
144,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,1,1,1,0.9997301518705273
145,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,1,2,2,0.9998483520927411
146,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,2,1,1,0.9996248939001046
147,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,2,2,2,0.9996406633385615
148,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,3,1,1,0.9996998482505782
