,distance_function,mask,prealign,preprocess,postprocess,postalign,cam,eer
544,hd,fing,h + f,id,skel,id,2,0.259
545,rsd,fing,huang,id,skel,CoM,1,0.259
546,skel,fing,h + f,hist,skel,id,1,0.259
547,hd,edge,id,id,skel,CoM,2,0.259
548,miura,fing,trans,id,id,id,1,0.26
549,hd,fing,trans,id,skel,id,1,0.26
550,rsd,edge,id,hist,id,id,1,0.26
551,hd,fing,huang,id,id,miura,1,0.261
552,hd,fing,id,hist,skel,CoM,2,0.261
553,miura,fing,trans,id,skel,CoM,1,0.261
554,skel,fing,trans,hist,skel,id,1,0.263
555,rsd,fing,h + f,id,skel,CoM,1,0.263
556,hd,edge,h + f,id,id,miura,1,0.264
557,hd,fing,huang,hist,id,id,2,0.264
558,rsd,edge,id,id,id,id,1,0.265
559,rsd,fing,id,id,skel,CoM,2,0.265
560,miura,edge,id,hist,id,id,2,0.265
561,rsd,fing,huang,hist,id,CoM,2,0.265
562,hd,edge,huang,id,id,miura,1,0.266
563,miura,fing,trans,id,skel,CoM,2,0.266
564,miura,fing,huang,id,skel,CoM,2,0.266
565,skel,edge,id,id,skel,id,1,0.266
566,miura,fing,h + f,id,skel,CoM,2,0.266
567,skel,fing,id,hist,skel,CoM,1,0.266
568,rsd,fing,trans,id,skel,CoM,1,0.268
569,skel,fing,id,id,id,id,1,0.268
570,rsd,fing,h + f,hist,id,CoM,2,0.268
571,hd,edge,trans,id,skel,CoM,2,0.268
572,miura,fing,huang,hist,id,CoM,2,0.269
573,hd,edge,h + f,hist,id,miura,1,0.269
574,skel,fing,trans,hist,skel,CoM,1,0.27
575,hd,fing,h + f,id,id,miura,1,0.27
576,skel,fing,trans,id,skel,id,1,0.271
577,miura,fing,trans,hist,id,CoM,2,0.271
578,skel,fing,huang,id,skel,CoM,2,0.271
579,skel,fing,trans,id,skel,CoM,2,0.271
580,hd,fing,id,hist,id,id,2,0.271
581,miura,fing,id,id,skel,CoM,1,0.273
582,hd,fing,trans,id,skel,CoM,2,0.273
583,skel,fing,huang,hist,skel,CoM,1,0.273
584,miura,fing,h + f,hist,id,CoM,2,0.274
585,rsd,fing,h + f,id,skel,CoM,2,0.274
586,hd,edge,id,id,id,miura,1,0.274
587,hd,edge,huang,hist,id,miura,1,0.274
588,skel,fing,h + f,hist,skel,CoM,1,0.275
589,miura,fing,huang,id,skel,CoM,1,0.275
590,rsd,fing,huang,id,skel,CoM,2,0.275
591,miura,fing,trans,id,id,CoM,2,0.275
592,skel,fing,h + f,id,skel,CoM,2,0.276
593,hd,fing,trans,hist,id,miura,2,0.276
594,skel,fing,huang,id,skel,id,1,0.276
595,hd,edge,id,id,skel,id,2,0.276
596,hd,edge,id,id,skel,id,1,0.276
597,skel,fing,h + f,id,skel,id,1,0.276
598,rsd,fing,trans,id,id,CoM,2,0.276
599,rsd,fing,id,hist,id,CoM,1,0.276
600,rsd,fing,trans,hist,id,CoM,1,0.278
601,rsd,edge,id,hist,id,id,2,0.278
602,rsd,fing,h + f,id,id,CoM,2,0.278
603,skel,fing,trans,id,skel,CoM,1,0.279
604,miura,edge,id,id,id,id,1,0.279
605,rsd,fing,huang,hist,id,CoM,1,0.28
606,hd,fing,h + f,id,skel,CoM,2,0.28
607,miura,fing,h + f,id,skel,CoM,1,0.281
608,rsd,fing,trans,hist,id,CoM,2,0.281
609,hd,edge,trans,id,id,miura,1,0.283
610,rsd,fing,h + f,hist,id,CoM,1,0.283
611,skel,fing,id,id,skel,CoM,1,0.284
612,rsd,fing,huang,id,id,CoM,2,0.284
613,hd,edge,trans,hist,id,miura,1,0.284
614,miura,fing,id,hist,id,CoM,2,0.284
615,hd,fing,huang,hist,id,miura,1,0.285
616,miura,fing,id,id,id,CoM,2,0.285
617,rsd,fing,id,id,id,CoM,2,0.286
618,hd,fing,huang,id,skel,CoM,2,0.288
619,hd,fing,h + f,hist,id,miura,1,0.288
620,hd,fing,huang,id,skel,CoM,1,0.288
621,miura,fing,huang,id,id,CoM,2,0.288
622,skel,fing,huang,hist,id,id,2,0.288
623,miura,edge,id,id,id,id,2,0.289
624,hd,fing,id,hist,id,id,1,0.289
625,miura,fing,trans,hist,id,CoM,1,0.289
626,hd,fing,h + f,id,skel,CoM,1,0.289
627,hd,fing,id,id,skel,CoM,1,0.289
628,miura,fing,h + f,id,id,CoM,2,0.289
629,rsd,fing,id,hist,id,CoM,2,0.29
630,miura,fing,id,hist,id,CoM,1,0.29
631,hd,fing,trans,id,id,miura,1,0.291
632,hd,fing,trans,hist,id,id,2,0.293
633,rsd,edge,id,id,id,id,2,0.294
634,rsd,fing,h + f,id,id,CoM,1,0.294
635,miura,fing,huang,hist,id,CoM,1,0.294
636,rsd,fing,huang,id,id,CoM,1,0.294
637,hd,fing,id,id,skel,CoM,2,0.294
638,hd,fing,trans,id,skel,CoM,1,0.294
639,miura,fing,h + f,hist,id,CoM,1,0.295
640,skel,fing,h + f,id,skel,CoM,1,0.3
641,rsd,fing,trans,id,id,CoM,1,0.302
642,hd,fing,h + f,hist,id,id,2,0.302
643,hd,edge,trans,hist,id,id,2,0.303
644,skel,fing,huang,id,skel,CoM,1,0.303
645,rsd,fing,id,id,id,CoM,1,0.304
646,miura,fing,h + f,id,id,CoM,1,0.307
647,miura,fing,huang,id,id,CoM,1,0.308
648,hd,edge,huang,hist,id,id,2,0.308
649,miura,fing,trans,id,id,CoM,1,0.312
650,hd,edge,h + f,hist,id,id,2,0.312
651,skel,fing,huang,hist,id,id,1,0.315
652,hd,fing,id,id,id,id,2,0.318
653,hd,fing,huang,hist,id,id,1,0.32
654,miura,fing,id,id,id,CoM,1,0.32
655,hd,edge,trans,id,id,id,2,0.323
656,hd,fing,trans,hist,id,miura,1,0.327
657,hd,edge,huang,hist,id,id,1,0.328
658,hd,fing,huang,id,id,id,2,0.328
659,hd,fing,trans,id,id,id,2,0.328
660,skel,fing,h + f,hist,id,id,2,0.329
661,hd,fing,id,id,id,id,1,0.329
662,hd,fing,h + f,hist,id,id,1,0.333
663,hd,edge,h + f,hist,id,id,1,0.335
664,hd,fing,huang,hist,id,CoM,2,0.335
665,hd,edge,huang,id,id,id,1,0.335
666,hd,edge,trans,hist,id,id,1,0.337
667,hd,edge,huang,hist,id,CoM,2,0.339
668,hd,edge,h + f,id,id,id,1,0.339
669,hd,edge,h + f,hist,id,CoM,2,0.339
670,hd,edge,huang,hist,id,CoM,1,0.339
671,hd,fing,h + f,hist,id,CoM,2,0.34
672,hd,edge,id,hist,id,CoM,1,0.344
673,hd,edge,id,hist,id,id,2,0.344
674,hd,fing,h + f,id,id,id,2,0.345
675,hd,edge,id,hist,id,CoM,2,0.345
676,hd,edge,trans,hist,id,CoM,1,0.345
677,hd,fing,id,hist,id,CoM,2,0.347
678,hd,edge,trans,hist,id,CoM,2,0.347
679,hd,edge,h + f,hist,id,CoM,1,0.347
680,hd,fing,trans,hist,id,CoM,2,0.347
681,hd,edge,trans,id,id,id,1,0.348
682,hd,edge,huang,id,id,id,2,0.348
683,hd,edge,huang,id,id,CoM,1,0.349
684,hd,fing,trans,hist,id,id,1,0.349
685,hd,edge,h + f,id,id,CoM,1,0.351
686,hd,edge,h + f,id,id,id,2,0.351
687,hd,edge,trans,id,id,CoM,2,0.351
688,hd,edge,id,id,id,CoM,1,0.351
689,hd,fing,huang,id,id,id,1,0.356
690,hd,edge,h + f,id,id,CoM,2,0.356
691,hd,edge,id,id,id,CoM,2,0.359
692,skel,fing,trans,hist,id,id,2,0.361
693,hd,edge,trans,id,id,CoM,1,0.361
694,hd,fing,h + f,id,id,id,1,0.361
695,skel,edge,huang,hist,id,id,1,0.362
696,hd,fing,id,id,id,CoM,2,0.363
697,skel,fing,huang,id,id,id,2,0.366
698,skel,edge,huang,hist,id,id,2,0.367
699,hd,edge,huang,id,id,CoM,2,0.367
700,hd,fing,trans,hist,id,CoM,1,0.367
701,hd,edge,id,hist,id,id,1,0.367
702,hd,fing,huang,hist,id,CoM,1,0.369
703,skel,fing,h + f,hist,id,id,1,0.369
704,hd,fing,h + f,id,id,CoM,2,0.369
705,hd,fing,huang,id,id,CoM,2,0.369
706,hd,fing,trans,id,id,CoM,2,0.372
707,hd,fing,trans,id,id,id,1,0.373
708,skel,edge,h + f,hist,id,id,1,0.374
709,hd,fing,h + f,hist,id,CoM,1,0.376
710,hd,fing,id,hist,id,CoM,1,0.378
711,skel,edge,h + f,hist,id,id,2,0.378
712,hd,edge,id,id,id,id,2,0.381
713,hd,edge,id,id,id,id,1,0.383
714,skel,fing,huang,id,id,id,1,0.389
715,skel,edge,trans,hist,id,id,2,0.389
716,skel,edge,h + f,hist,id,CoM,2,0.392
717,skel,edge,huang,hist,id,CoM,2,0.392
718,hd,fing,id,id,id,CoM,1,0.392
719,skel,edge,huang,hist,id,CoM,1,0.393
720,skel,edge,id,hist,id,CoM,2,0.393
721,skel,edge,h + f,hist,id,CoM,1,0.393
722,hd,fing,huang,id,id,CoM,1,0.394
723,skel,edge,id,hist,id,id,2,0.397
724,hd,fing,trans,id,id,CoM,1,0.401
725,hd,fing,h + f,id,id,CoM,1,0.402
726,skel,edge,trans,hist,id,CoM,2,0.41
727,skel,fing,h + f,id,id,id,2,0.411
728,skel,fing,trans,hist,id,id,1,0.413
729,skel,edge,id,hist,id,CoM,1,0.416
730,skel,edge,trans,hist,id,id,1,0.418
731,skel,fing,h + f,id,id,id,1,0.425
732,skel,edge,trans,hist,id,CoM,1,0.426
733,skel,edge,huang,id,id,id,1,0.428
734,skel,fing,trans,id,id,id,1,0.436
735,skel,fing,trans,id,id,id,2,0.443
736,skel,edge,h + f,id,id,id,1,0.448
737,skel,edge,huang,id,id,CoM,1,0.462
738,skel,edge,h + f,id,id,CoM,1,0.462
739,skel,edge,id,hist,id,id,1,0.475
740,skel,edge,trans,id,id,CoM,1,0.48
741,skel,edge,id,id,id,CoM,1,0.49
742,skel,fing,h + f,hist,id,CoM,1,0.492
743,skel,fing,huang,hist,id,CoM,1,0.492
744,skel,edge,trans,id,id,id,1,0.499
745,skel,edge,huang,id,id,id,2,0.503
746,skel,edge,h + f,id,id,id,2,0.504
747,skel,edge,id,id,id,id,1,0.505
748,skel,edge,trans,id,id,id,2,0.505
749,skel,fing,id,hist,id,CoM,2,0.505
750,skel,fing,huang,hist,id,CoM,2,0.506
751,skel,fing,h + f,hist,id,CoM,2,0.506
752,skel,fing,trans,hist,id,CoM,2,0.515
753,skel,edge,huang,id,id,CoM,2,0.531
754,skel,edge,h + f,id,id,CoM,2,0.531
755,skel,edge,trans,id,id,CoM,2,0.541
756,skel,fing,id,hist,id,CoM,1,0.545
757,skel,fing,trans,hist,id,CoM,1,0.549
758,skel,fing,h + f,id,id,CoM,2,0.55
759,skel,fing,huang,id,id,CoM,2,0.55
760,skel,fing,id,id,id,CoM,2,0.555
761,skel,fing,h + f,id,id,CoM,1,0.56
762,skel,fing,huang,id,id,CoM,1,0.56
763,skel,fing,trans,id,id,CoM,2,0.562
764,skel,edge,id,id,id,CoM,2,0.563
765,skel,fing,id,id,id,CoM,1,0.564
766,skel,fing,trans,id,id,CoM,1,0.575
767,skel,edge,id,id,id,id,2,0.613
